DeviceType,UsageHoursPerDay,EnergyConsumption,UserPreferences,MalfunctionIncidents,DeviceAgeMonths,SmartHomeEfficiency
Camera,16.34589898195058,8.557250157309554,0,2,35,0
Camera,23.528953012919544,0.3207868784965715,1,1,30,1
Security System,23.66161724789081,6.134100712249367,0,1,42,0
Thermostat,16.636947375517043,3.7415390207774686,0,4,4,0
Security System,6.224947611581565,4.215043914854446,0,4,25,0
Thermostat,19.26606219606908,8.337203318265882,0,3,31,0
Security System,3.015184653959396,3.167413738124015,0,1,47,0
Camera,18.846433648033276,9.43618322531244,0,3,12,0
Camera,21.889608917400366,1.8783748810841936,0,0,15,1
Lights,9.496584777058228,6.66095199134496,0,1,53,0
Security System,15.319929432102391,6.75384016343627,0,1,57,0
Smart Speaker,10.608354204275418,2.5967320981363904,0,1,26,0
Lights,10.78747879222102,3.3150310287753,0,4,58,0
Security System,7.793715894040821,8.36450507654141,0,2,10,0
Security System,18.410046080582628,7.641872024054029,0,2,12,0
Lights,22.500149257912877,3.35804921511612,1,4,58,1
Camera,22.60764519200984,5.386169814655846,1,4,22,1
Security System,4.607360194560945,0.7106349329056451,0,4,40,0
Camera,21.056475766929303,2.1665842357464298,0,2,53,0
Lights,17.82963887353737,4.909623532717951,0,3,21,0
Camera,6.441678916221798,0.9511399792641948,1,4,35,1
Thermostat,2.081188403655592,8.448990313430182,1,3,7,0
Smart Speaker,6.797935771782882,7.208261480065714,0,3,18,0
Security System,21.936893564365853,9.441973339420098,0,0,27,0
Smart Speaker,15.379698860050649,6.965322369043869,0,2,35,0
Camera,17.444784531099987,9.409973585395637,0,3,47,0
Security System,6.543080251063753,5.589674301340554,0,2,2,0
Camera,17.405621656008275,6.042164249513497,1,2,32,1
Thermostat,1.1608553975312084,9.772013440799984,0,0,15,0
Lights,9.320051625665824,6.457078553956178,1,2,45,0
Security System,15.228703690744783,0.4047870317213913,0,3,24,0
Thermostat,3.933269290221025,7.26564748864218,0,1,20,0
Thermostat,19.840583999502964,9.064140052160417,1,3,10,1
Security System,6.023235522080088,7.976244472963834,1,3,56,0
Camera,15.828606151233489,5.879949398991684,0,2,24,0
Thermostat,10.022132850520247,6.745904779625811,1,3,24,1
Smart Speaker,14.507024493724709,9.90289871359155,0,1,24,0
Thermostat,3.025087986779341,0.9975546762424494,1,2,40,0
Camera,0.8974507981577722,6.705723803469072,1,4,48,0
Camera,21.87476404343708,2.905637176248879,0,3,57,0
Smart Speaker,6.836305206028795,6.436894926203084,0,3,48,0
Thermostat,19.76240956534079,6.115473401250994,1,0,34,1
Camera,23.984732061096704,1.6192226378708048,0,4,41,0
Security System,5.468634562974413,2.146791792828368,1,4,40,0
Lights,6.731512417808856,6.254132822627813,1,1,11,0
Lights,16.077205009414644,1.369476478307364,0,4,26,0
Lights,23.1880429131146,2.7252906637901964,1,0,1,1
Thermostat,22.021637182482483,8.368930922606223,0,1,30,0
Smart Speaker,12.317574721541243,3.338205909416222,0,4,53,0
Camera,19.18509163937803,4.931795547069663,1,1,43,1
Security System,3.690027547847675,9.41728931794382,0,4,18,0
Security System,23.46979732879429,2.3487759794857683,1,4,26,1
Thermostat,23.162300999845684,3.957297571844303,1,4,53,1
Lights,4.347630510160518,6.103931977881102,0,3,47,0
Thermostat,7.536443432873005,7.577855402089325,0,4,56,0
Smart Speaker,2.853642441409023,9.02636852845578,1,3,9,0
Smart Speaker,6.885363574107223,9.1631825769778,0,2,9,0
Camera,19.674961051257355,7.788736736288967,1,0,1,1
Camera,9.390416768383597,2.3604752822737733,1,1,7,1
Smart Speaker,2.5773287279488217,0.3456123674214014,1,1,44,0
Smart Speaker,8.542299832304257,3.899361910520676,1,2,59,1
Smart Speaker,23.562508354670083,1.501333624779451,1,4,56,1
Thermostat,15.297564488591268,7.13283770963915,0,0,42,0
Smart Speaker,10.279782240544709,6.6451928095745965,1,2,51,0
Security System,4.413655067185845,0.5353192520524029,1,2,16,1
Lights,23.675154736166828,8.382278413396415,1,1,38,0
Smart Speaker,19.789951717683525,2.5625583362827045,1,3,11,1
Lights,7.1147166075966055,4.379048047361318,1,3,51,0
Thermostat,2.146614349447952,6.71254398101185,1,4,25,0
Lights,1.830700598372614,4.351245989837308,0,4,29,0
Thermostat,3.328886513380045,4.46874924771944,0,2,19,0
Security System,14.148061714938908,0.7497171538238298,1,4,18,1
Thermostat,22.32594039832907,4.074291137674038,1,3,57,1
Thermostat,12.173470558140636,7.671994142877836,1,0,47,1
Camera,20.309218837720632,9.160245738147315,0,1,59,0
Smart Speaker,10.978335566705484,4.19362165692738,1,3,29,1
Smart Speaker,17.15171332554389,4.293499686102881,1,4,16,1
Security System,17.69900932623277,7.056008352604156,1,1,46,0
Security System,4.5881470887284586,9.43344281094224,1,1,40,0
Smart Speaker,8.988577385931576,2.7439033083696662,1,2,8,1
Camera,15.476600678643562,4.457427644725574,1,4,34,1
Smart Speaker,2.161370292332605,7.980135111167781,0,2,6,0
Camera,8.99619441242948,6.135966336802981,1,1,45,0
Security System,13.067787457608024,1.194804805243152,1,2,45,1
Lights,23.91127558654901,6.31455408206643,1,4,53,0
Security System,11.651538721627356,1.9487882175135365,1,3,30,1
Security System,19.677333792186605,5.151137747376201,1,0,44,1
Thermostat,10.653581199065515,5.338122349838341,1,3,34,1
Thermostat,19.21518198156316,8.77441328602735,1,1,21,1
Thermostat,14.492247838072547,4.678693312723137,1,3,52,1
Thermostat,21.33499287530636,2.866479980135353,1,2,57,1
Camera,10.157149980227585,2.3865668473387127,0,4,12,0
Smart Speaker,14.701153865804754,8.755093579174927,0,3,49,0
Lights,15.305438994542444,1.7930074587404612,0,3,6,0
Security System,10.308499132311123,4.316098752743123,1,4,39,1
Camera,3.891333026655816,1.9530138377767756,0,2,6,0
Lights,2.6986460624398854,7.755709997132316,0,0,53,0
Camera,0.8917814390913779,4.796289135748728,0,3,4,0
Camera,21.028055209762545,3.57632253651244,0,1,53,0
Security System,6.057160437609322,3.6748864422020215,1,2,9,1
Smart Speaker,5.4704086081215495,8.536920646557496,0,2,5,0
Thermostat,17.79683191001254,5.582362147514937,0,3,10,0
Smart Speaker,8.020378657553707,7.20689172619951,1,4,47,0
Security System,12.39205027167816,8.980681310881776,0,3,8,0
Security System,4.319010034490223,9.027242592802356,1,3,23,0
Security System,23.05402445435628,3.3522396379448454,0,4,4,0
Lights,20.51216290040508,9.529267505149214,0,1,58,0
Smart Speaker,20.799056139677575,0.3462712319445939,0,4,37,0
Smart Speaker,10.059183091442122,3.83067205406004,1,3,7,1
Camera,18.41548852211856,8.968408689337531,0,0,6,0
Camera,3.881089651659834,2.818905110188131,0,4,45,0
Camera,0.7025465609068365,2.803506358181052,1,1,51,0
Security System,0.9693639155836608,3.0959606223106984,0,4,42,0
Smart Speaker,14.28514082900717,6.16190250998453,0,4,15,0
Security System,11.201780273326609,4.439494478582103,0,2,35,0
Lights,12.673360699350214,7.294674879898091,0,2,50,0
Camera,0.675383799804656,8.959615361390192,0,3,32,0
Security System,10.433135561949504,6.77457381193432,1,3,14,1
Security System,17.37460178822023,2.124220529955997,1,4,35,1
Lights,10.903301996234742,9.333550833368973,1,0,11,1
Thermostat,17.707151348337224,2.718479446140037,0,3,10,0
Smart Speaker,5.975945663325618,1.5839535237487656,0,4,17,0
Thermostat,19.60883710532055,0.9906760607235128,0,4,13,0
Camera,14.32813415065613,5.677499032595039,0,4,57,0
Security System,5.4529328366027965,1.226248378558453,0,4,34,0
Lights,6.062931182565074,1.4738812527150449,1,4,45,0
Lights,15.25871591738412,3.070301757895417,1,2,51,1
Smart Speaker,20.00358044049242,2.888364795876192,1,1,5,1
Thermostat,10.267252877685149,6.081971152288209,0,1,48,0
Smart Speaker,6.570060084498417,8.185778266779547,1,4,10,0
Security System,20.87477276239911,7.637361596408635,1,3,32,1
Smart Speaker,16.227804856144623,2.69859610169312,1,0,12,1
Lights,11.0300089511523,2.5285739300612016,1,4,52,1
Lights,11.965654589063591,9.66133614805898,0,0,13,0
Camera,5.300026996505316,0.1815387917604052,0,2,21,0
Camera,15.229861806523832,8.809233277296137,1,1,48,0
Security System,8.930448997757884,2.0773123393118094,1,2,54,1
Thermostat,23.89766165184721,9.478114798588702,1,3,53,0
Smart Speaker,11.784312608654364,3.4888421197924453,1,3,58,1
Security System,11.91831174545591,4.459482561543197,1,4,33,1
Camera,13.797517004150787,7.100494078049372,1,3,54,0
Smart Speaker,22.04376607329055,5.917923609585277,1,3,41,0
Camera,19.31922534670413,3.247599364097546,1,2,48,1
Smart Speaker,11.101556640249273,5.582926067091453,1,0,51,1
Thermostat,17.389432750360704,7.333998155192574,0,1,47,0
Security System,14.276534221347898,0.5191159644346718,1,3,50,1
Smart Speaker,12.07062564447935,0.2108731220314707,0,3,54,0
Lights,5.019420660432237,4.634862696821624,0,2,32,0
Lights,11.402502191189935,1.4051825162547906,1,1,12,1
Smart Speaker,6.276736795030504,6.677008485500672,1,2,46,0
Smart Speaker,21.99879052151389,2.219119316651599,0,0,35,1
Smart Speaker,8.382060117164153,4.385225957277142,0,2,36,0
Lights,22.87820434153425,2.056942275055263,1,1,38,1
Lights,13.026799317225713,5.5299874989163325,0,1,48,0
Smart Speaker,15.341292898889767,1.2489292479072325,1,3,28,1
Camera,13.259100445499202,0.3287578425960545,1,0,13,1
Camera,3.540444498717471,0.6062032172563021,0,4,12,0
Thermostat,9.331798646686613,9.547158571001567,1,3,22,1
Security System,2.8299336385241625,1.508633564248265,0,2,44,0
Camera,15.13942003830947,7.1139347060546685,1,2,2,1
Lights,11.001543587210314,0.7724694218059799,1,1,29,1
Camera,18.782646831917017,1.1707874871283035,0,1,13,0
Thermostat,5.681056303485191,5.137874888952413,0,1,35,0
Thermostat,4.3673023730893705,4.702222208528002,1,4,13,1
Security System,10.048807427648544,9.520645063454708,1,4,57,0
Camera,22.27475650563196,9.4538709849053,0,3,34,0
Lights,17.194912652791675,7.818125561170405,1,4,19,1
Lights,10.34470518263359,6.060808118260763,0,1,9,0
Smart Speaker,12.655895989226298,4.604107142190809,0,3,52,0
Lights,2.479005762661811,3.626167489851369,0,3,31,0
Security System,23.63753356483866,9.476166715057998,1,0,33,1
Security System,16.160571660330596,6.0687972331043865,0,4,27,0
Lights,7.206995608890428,5.832818024091345,1,2,45,0
Lights,14.26649726405824,2.3958211055122574,0,2,2,0
Smart Speaker,3.0728356026213586,0.5623083970626194,1,0,15,1
Lights,23.19716171697821,9.45736693961949,1,1,19,1
Smart Speaker,4.6074472152591,3.205979062562074,0,0,57,0
Smart Speaker,15.728712474297533,4.481631330912141,0,1,31,0
Lights,6.268179869664865,1.234935441498498,0,4,57,0
Thermostat,17.36269249224059,8.38555086610199,1,4,16,1
Thermostat,18.755302130146603,0.3735551452737132,1,3,43,1
Smart Speaker,16.325363629418668,8.356508544781056,1,3,15,1
Lights,14.940737315997024,1.4888216266008714,0,3,6,0
Thermostat,21.47302370787228,8.876984715048406,0,3,14,0
Lights,2.347727708259314,7.324749109627958,0,2,27,0
Lights,8.276496995834588,1.7302355988223206,0,3,38,0
Lights,6.33475577132488,5.701598129308734,0,3,19,0
Camera,23.718328108537406,3.1952975121166727,1,3,37,1
Lights,9.650659822171528,1.8645076792246764,0,1,43,0
Camera,17.71639843214937,8.605903774169974,1,3,4,1
Smart Speaker,16.591041351203607,4.094875388421571,0,0,58,0
Thermostat,5.483909080718377,4.045582772217287,0,3,26,0
Thermostat,6.1164454849714565,1.7818780805855383,0,3,9,0
Thermostat,7.110187243496301,3.892350193249209,0,2,41,0
Thermostat,10.161491039095411,8.729006778655616,0,3,49,0
Thermostat,6.00663904278738,3.694974233847396,1,1,40,0
Thermostat,0.9618098445509232,9.520875268747902,0,4,15,0
Thermostat,21.165736834969096,9.468458102163035,1,3,41,0
Smart Speaker,23.191831037450772,1.5344967271427257,1,3,37,1
Lights,8.526904095241846,1.8553814098741843,1,3,4,1
Security System,8.454911666498612,8.640473296285702,1,2,26,1
Camera,0.6666576001977182,3.98833309735472,0,4,52,0
Security System,16.48589117576379,0.1433024246017924,0,2,18,0
Security System,19.89783755009277,2.811331015083173,0,2,41,0
Lights,3.9452950584600734,6.016527032636043,0,2,53,0
Lights,4.252159210128042,8.012733063003683,0,1,59,0
Lights,19.066956374328782,1.4205473092232697,1,4,35,1
Thermostat,14.9828325863224,1.19435950772568,0,1,54,0
Smart Speaker,1.5542231042513497,9.228717270366085,0,1,41,0
Thermostat,15.12985427586362,7.536368841443568,1,4,41,0
Smart Speaker,7.759566486828502,5.938818047702976,0,1,29,0
Smart Speaker,9.16504115356488,7.714949220959688,0,4,53,0
Security System,18.588688329976684,4.3456581769357205,1,3,24,1
Security System,19.55697702780635,7.608711898360353,0,2,4,0
Smart Speaker,9.90838073073602,3.780849613617904,1,1,21,1
Smart Speaker,22.758093996149334,2.5165362676767637,1,4,39,1
Thermostat,10.051873871873696,7.31723287080039,0,0,7,0
Thermostat,18.638146827907583,4.254755692356956,1,1,23,1
Security System,11.871115717260087,9.815633332829329,0,1,40,0
Lights,21.592009673268976,3.5599033048502,0,4,59,0
Smart Speaker,21.8323892257792,9.225101463257552,0,0,21,0
Thermostat,2.5542949849704706,9.336329230814089,1,0,1,1
Security System,22.507593285790303,2.494344175940987,1,3,59,1
Thermostat,19.900068775729768,8.002389697721332,1,1,41,0
Smart Speaker,19.09580178634767,4.387437600931195,1,2,25,1
Smart Speaker,5.2214164826097775,9.183494799580446,1,1,31,0
Camera,19.420301405734627,4.556230299088864,1,2,55,1
Lights,20.478119265098364,7.468606801639924,1,2,44,0
Camera,7.295032859672547,4.722977350721599,1,4,38,0
Security System,22.87811184151461,2.3552274815572765,1,1,45,1
Thermostat,1.67171344038036,2.0735662765523943,1,4,5,1
Security System,4.022867451307782,4.311768823137821,1,3,53,0
Smart Speaker,13.133156744210586,7.579397104440727,0,2,31,0
Camera,14.031123071374278,6.090207703289591,1,0,51,1
Camera,15.661026957571227,6.9174299700153785,0,2,58,0
Camera,0.8987745389134618,2.8950308722462306,0,3,1,0
Security System,23.068619203620063,4.866209924980295,0,2,54,0
Smart Speaker,1.5478201792523838,0.5395131231963373,0,4,56,0
Thermostat,3.861955888999956,8.193570917985394,1,1,30,0
Thermostat,0.829341161862339,9.89993240617476,0,0,18,0
Security System,13.821173182411226,4.128102719984241,0,4,8,0
Camera,22.408271772142847,0.2085401660022791,0,1,56,0
Lights,16.14975840289091,1.780947131554379,1,0,26,1
Security System,19.83245050929004,6.560016089729147,0,3,40,0
Security System,0.8121082812766319,6.159585250218206,0,2,58,0
Smart Speaker,13.237359514273562,7.899860723896885,1,0,15,1
Thermostat,11.299729971379763,2.613451708514575,1,3,19,1
Security System,12.225746689188636,7.6599559639166275,1,1,10,1
Security System,2.197009855376917,6.9110418130843305,1,0,24,1
Camera,16.584230985128727,3.295863527367049,1,3,16,1
Camera,12.32567974917791,5.500332665763923,1,1,43,0
Lights,18.480997971739704,1.5580107041334346,1,4,31,1
Smart Speaker,11.90432990045031,4.580388584012268,1,2,44,1
Lights,4.010468451321154,8.823853661600845,1,3,16,0
Camera,15.734038420828815,4.269794660271368,0,4,16,0
Thermostat,4.551079509471406,8.411710394106677,1,1,28,0
Camera,21.00127223883815,5.943508316070974,0,0,20,0
Smart Speaker,14.908231618127177,1.999579459713332,0,2,35,0
Camera,4.194291263588425,5.852951822509175,1,1,59,0
Smart Speaker,23.11494435080836,5.109234958654928,1,3,9,1
Smart Speaker,12.681588388380035,4.046549218444202,1,2,40,1
Smart Speaker,2.2131136189838925,1.2843413512090964,1,4,10,1
Smart Speaker,15.23057325375408,4.225415772087575,0,2,45,0
Smart Speaker,6.45017431480104,0.8203475247723084,0,4,18,0
Thermostat,19.386796119116607,1.0778136088476375,1,1,45,1
Lights,19.71881872880548,4.217573676033888,0,0,45,0
Security System,23.505262862584555,3.123276671487791,1,2,15,1
Lights,12.293933979075836,9.262888826036011,0,0,45,0
Smart Speaker,11.191486673601824,3.819487473264679,0,0,30,1
Thermostat,18.206676727992296,7.602795408513791,1,2,48,0
Camera,3.6130604240352735,5.349450511025803,1,2,32,0
Thermostat,13.352514574138418,7.070448119559121,0,0,40,0
Smart Speaker,13.336818603074995,2.675148231852452,1,3,27,1
Thermostat,2.6026183860440995,9.424859231099456,0,3,27,0
Thermostat,10.322626009412469,5.347876119452797,1,2,19,1
Smart Speaker,20.552192766329245,8.330108305723972,1,0,10,1
Thermostat,20.619610116874515,3.713952365413524,1,0,44,1
Security System,2.832085125612504,1.092092355600193,1,1,46,0
Security System,2.6319407445740253,6.769745312436403,1,0,6,1
Thermostat,6.673343709545479,0.1768205185405024,1,3,53,0
Camera,21.057002470018848,4.805400467998532,1,1,24,1
Smart Speaker,3.529210749227225,2.0087388363979466,0,3,9,0
Security System,17.419924861744988,6.311017493910085,1,4,27,1
Camera,2.8773920609079258,9.796256744064737,0,2,7,0
Thermostat,15.143739563073895,4.697588772574395,1,4,6,1
Camera,8.867581529299903,8.1932327396041,0,2,54,0
Lights,19.03947812969788,5.127063450816098,1,3,33,1
Security System,5.991725547396045,5.008816307929839,1,3,21,0
Thermostat,15.521242990664057,9.3111925824699,0,4,46,0
Smart Speaker,6.0385395625332965,8.910662100592146,1,2,56,0
Thermostat,17.271016653135614,7.879424605360946,1,2,38,0
Smart Speaker,21.0314338121776,3.032931957836163,1,1,44,1
Thermostat,3.479842279478861,5.495583315667012,1,0,17,1
Camera,20.864998681994333,2.316582609726282,1,1,31,1
Camera,14.449018478736,4.494775310660743,0,3,37,0
Camera,3.487096535375064,4.893709351021927,1,4,11,1
Lights,10.547233600953232,8.333236397676377,0,2,28,0
Smart Speaker,4.2802168968998,8.970680816717431,0,1,5,0
Camera,16.958175388364385,4.2047386177251305,0,4,12,0
Lights,18.333401158821815,0.2752740062250484,0,4,3,0
Smart Speaker,2.9862182264107755,8.631561013914611,0,0,56,0
Thermostat,12.394286538324142,1.825358917163471,0,2,41,0
Lights,19.643688816609053,6.256631442514896,0,4,38,0
Security System,22.499831476448417,0.3472119142978988,0,2,54,0
Lights,12.567669868431596,4.0551141050795865,1,1,2,1
Lights,22.831561754868066,9.861006990941965,0,4,26,0
Smart Speaker,13.0886908057167,1.0968666509276508,1,4,2,1
Thermostat,9.763476623097835,4.294562204796459,0,1,54,0
Security System,20.432773520993045,3.1407845068805265,0,2,12,0
Camera,12.085093695765092,9.060372421543816,1,2,40,0
Camera,11.58970899826629,8.706467068282816,0,4,2,0
Lights,12.022343501130964,2.453217727031665,1,1,41,1
Smart Speaker,20.39944754393901,0.9037590917992686,0,3,16,0
Smart Speaker,20.050626229669223,6.308670101205063,1,2,30,1
Camera,9.982719822344963,3.430050247648727,1,3,57,1
Security System,8.332546706957338,6.7536354670000245,0,4,47,0
Thermostat,12.060308564919538,0.4179855850713633,0,3,46,0
Security System,13.960153978822062,1.420652428257145,0,3,52,0
Thermostat,6.100924449757929,6.895085104449169,0,2,36,0
Camera,19.15794449081638,2.202469487494728,1,4,4,1
Thermostat,11.932344994711938,8.590117990047776,1,3,11,1
Smart Speaker,8.35007038786905,0.6800497883303408,1,2,53,1
Lights,3.0102933346537792,2.233271629577189,1,3,24,1
Lights,6.112861269484763,9.98574646000218,1,2,18,0
Camera,22.808107536265616,4.387453415609247,1,4,27,1
Smart Speaker,7.669842640258875,7.059360069091971,1,1,37,0
Security System,4.46819330012533,1.908364183684436,0,2,2,0
Smart Speaker,11.32581060389234,6.137700476356823,0,2,15,0
Lights,7.716561968965844,7.288450076857243,0,3,11,0
Lights,1.3262423813730626,3.2133186950784545,0,4,27,0
Smart Speaker,8.093912606066304,8.30608140856119,0,0,56,0
Smart Speaker,13.286552662577511,6.073834026875605,0,0,49,0
Lights,13.465240742469224,3.9523177951888,0,1,48,0
Security System,8.879134647656885,5.620659694097269,0,4,47,0
Camera,11.011614771936117,5.80993238961565,1,2,23,1
Camera,23.18967107851701,1.7387993976692735,0,0,35,1
Smart Speaker,9.367689214912325,4.087050461682965,0,1,52,0
Camera,6.5683301116096,3.499962821392982,0,4,30,0
Lights,6.221475535568863,4.068936953533348,1,1,47,0
Lights,11.257468398547152,7.634994826004053,0,0,24,0
Smart Speaker,18.348723494848187,4.877130233920059,1,3,19,1
Smart Speaker,5.34072232842912,9.409129917068716,1,3,29,0
Smart Speaker,17.168458987808048,3.0073964922485183,0,4,13,0
Security System,0.9970208487112828,4.215465425020796,1,1,48,0
Camera,10.344924982622732,7.89087242374251,0,2,23,0
Smart Speaker,18.73282903226549,5.505643473875428,0,0,12,0
Thermostat,8.460224460699138,5.515578649602032,0,3,49,0
Thermostat,13.747821883966887,0.6280676137513168,1,3,48,1
Lights,5.317011971408904,4.046136660912713,0,1,41,0
Camera,17.93689169146505,2.780263950975152,0,3,29,0
Smart Speaker,1.728558926815851,9.99341771602804,0,1,6,0
Thermostat,20.534752154574257,3.152715199259872,1,0,51,1
Camera,5.157615080909202,8.85651569445925,1,1,23,0
Lights,21.04835374514577,6.794713976900726,1,3,31,1
Security System,8.784437170562157,3.4750724510016955,1,1,45,1
Camera,17.483064000150435,5.480990345903824,0,3,21,0
Camera,8.001794497975428,8.421305211497017,0,4,24,0
Security System,21.788924274014217,8.845346150506028,1,3,8,1
Camera,3.4759724496817976,1.6878993625608378,0,3,44,0
Lights,4.6952150479060695,3.4617740979608795,1,3,9,1
Lights,12.086207941231851,3.41870948411436,0,4,22,0
Security System,2.425553317396434,0.5162434811518525,0,2,4,0
Smart Speaker,5.105534340491405,6.022553822533776,1,3,13,0
Thermostat,22.678509981982337,8.56271852462266,1,2,34,1
Smart Speaker,23.44750703697535,3.8775864394726254,0,0,3,1
Camera,9.342094239264917,7.426355855343353,1,1,37,0
Thermostat,22.197221493827488,6.314234094647325,0,2,56,0
Security System,13.303379878325648,3.818922481380708,0,0,28,1
Security System,6.838947948033526,1.4964920149737413,0,1,26,0
Thermostat,17.006369945394066,7.122306142482077,0,3,50,0
Lights,15.984192454509143,8.56019517251828,1,3,53,0
Thermostat,23.744444999055236,6.88995947477477,0,3,46,0
Camera,6.7286112541181575,0.2769969919446988,0,4,57,0
Lights,16.29339831255078,2.2407056544708137,0,4,34,0
Security System,1.722558243192002,0.7878518503469659,1,4,15,1
Thermostat,3.170681909372906,5.746822385804645,0,4,8,0
Smart Speaker,0.5920818113506916,7.589129020520082,1,0,48,0
Smart Speaker,23.98732600490232,1.1947339519797284,1,0,35,1
Camera,19.35343188296573,8.399544423874513,1,3,24,1
Smart Speaker,18.98799084623821,5.599538886115283,1,1,52,0
Thermostat,12.478562769272225,6.930693220203076,1,4,52,0
Thermostat,7.551576448277839,9.716878301225597,1,1,55,0
Smart Speaker,4.054710684872884,0.9284417836522034,1,0,37,1
Thermostat,7.189856362891896,9.022117827480114,0,4,4,0
Camera,9.33532371533477,1.3484166902753525,0,0,55,0
Lights,18.27328727903691,3.9902921857031535,1,0,12,1
Camera,13.182052039224082,8.529243093678032,1,2,19,1
Camera,2.3208652240538434,9.071916943704895,1,0,15,1
Thermostat,0.9236817105344376,5.113079568096938,0,3,57,0
Lights,2.904806219050484,5.981635918926709,1,0,30,1
Thermostat,10.146719771888414,7.110658612525715,0,4,45,0
Security System,22.43003355065193,8.34431081768187,0,3,37,0
Thermostat,15.478958308416708,1.3029605784228953,1,0,12,1
Thermostat,19.342908647074605,8.119686151469354,0,3,19,0
Thermostat,11.459802970856892,4.864633890065006,1,0,34,1
Lights,8.999152955083506,4.561171908570873,1,3,7,1
Thermostat,3.0474087588406342,4.296607544770282,1,1,28,1
Lights,21.084426021375812,5.141194693935821,0,2,55,0
Smart Speaker,18.90426068215572,9.456000478606574,1,3,28,1
Security System,4.45077529354654,5.5272173506423,0,4,29,0
Lights,12.538123251092122,9.536457628805078,1,2,37,0
Smart Speaker,11.953307986149255,1.884872293094842,1,2,20,1
Lights,15.189651488133425,7.268946190443068,1,0,11,1
Lights,22.73539200879464,8.141171432226598,1,3,50,0
Security System,14.124628881418271,6.823375430215132,1,2,50,0
Camera,13.195105769297538,6.108530574242749,0,4,39,0
Camera,1.6825889239646026,5.691646532753205,1,4,42,0
Lights,1.9783256864235623,8.62321177752909,1,4,23,0
Thermostat,4.902649596179539,8.23430131192855,1,0,52,0
Smart Speaker,1.2630631347560846,1.3106583396879354,0,1,46,0
Thermostat,17.968793045895293,8.501017804605693,1,3,20,1
Thermostat,17.498262143858135,4.199279332460381,1,2,20,1
Lights,3.697321509143609,2.611598616958527,1,3,11,1
Lights,20.1478541686891,8.710708823337866,1,2,2,1
Lights,4.137471818883631,4.377045516374042,0,0,13,0
Lights,7.577626294437932,8.102810432750484,1,3,13,0
Camera,6.350957130292078,2.7076957583628607,0,0,41,0
Lights,9.249216816466625,0.1389002820799562,0,0,49,0
Camera,6.484598498414104,5.005046009739149,0,3,15,0
Camera,11.990346771303624,1.0922597407645542,0,3,56,0
Lights,10.074085211835108,7.568321959696606,1,2,54,0
Security System,23.684383033314173,2.833143847087163,1,4,31,1
Smart Speaker,1.8142692280133037,4.492091901374439,0,0,58,0
Thermostat,3.841262345102763,0.961632294406387,0,1,23,0
Camera,1.7414085068521583,2.937926559627801,0,2,53,0
Smart Speaker,15.20726808208583,7.836753408259862,1,2,22,1
Security System,1.7809680192224102,1.6007203278329627,0,4,54,0
Thermostat,20.156333828338894,6.506879655156878,0,4,16,0
Thermostat,12.530557821025305,9.182515942764562,0,0,57,0
Camera,12.884679177666042,6.830383921601431,0,2,42,0
Lights,13.697470931236564,8.129114723993046,0,2,29,0
Security System,4.514122098195952,1.1788191301087665,1,1,20,1
Camera,5.145722123190457,2.58224507742034,0,0,28,0
Security System,7.99220708751561,8.955934637181851,1,0,27,1
Lights,14.44716577181351,7.179545574819083,1,4,44,0
Lights,5.437767734595042,6.43158288113538,1,0,29,1
Camera,3.233795587631639,6.67129068760483,1,1,5,0
Lights,23.297746830833155,4.20058548761597,1,0,52,1
Smart Speaker,1.0165726480261386,0.5411106530147669,0,3,49,0
Thermostat,19.363389025396508,7.8659712665002175,1,3,42,0
Camera,19.01882601501302,6.8192610385320025,1,1,38,0
Security System,7.484531675359756,4.780764194715975,0,4,53,0
Smart Speaker,3.687225476171865,9.00762019214575,1,2,52,0
Camera,3.92227319757745,3.427980683352479,0,0,38,0
Lights,16.889643005074024,3.013785267889236,0,4,44,0
Lights,15.605954890525082,8.740683618286484,0,4,53,0
Lights,18.89452334490759,7.990177782113956,0,0,51,0
Lights,22.53080755137896,5.198300125418613,0,2,2,0
Security System,16.76029303676491,1.3942739206327148,1,0,45,1
Smart Speaker,4.162511108958921,2.2292075675040195,0,2,54,0
Thermostat,6.220901493987151,6.596657105047186,0,1,20,0
Security System,20.291552675518197,3.911908254620076,1,2,43,1
Security System,5.418692782103902,8.381084597493116,1,4,47,0
Thermostat,2.204274448430313,9.50455459238882,1,1,13,0
Thermostat,17.027081269992888,8.07580556022169,1,3,26,1
Lights,9.95936935401834,3.837699687656016,0,1,35,0
Security System,22.12094123482873,7.907995649391098,1,2,46,0
Camera,15.780994170701046,3.5792725673597663,0,1,8,0
Thermostat,2.624845978104028,1.7542908688797758,1,1,28,1
Thermostat,22.77462933046103,0.4305927281719882,1,3,41,1
Smart Speaker,6.576095695545779,3.918595456334099,1,2,15,1
Camera,8.424493524547715,9.045237106603093,1,4,55,0
Camera,9.95311972156324,2.4659672187811976,1,1,50,1
Thermostat,1.7037709655013615,2.1444803328048616,0,0,8,0
Lights,12.168112422419211,9.7012257738863,0,4,11,0
Smart Speaker,3.397984540269368,0.347540717220862,0,1,29,0
Camera,9.922802677176266,7.879243288898167,1,4,59,0
Thermostat,8.74168001781398,3.2815625618346167,0,0,5,1
Camera,18.66174196052283,0.4711307730096274,1,4,47,1
Smart Speaker,19.37450702336918,9.186245148074878,1,4,47,0
